Season,Daynum,team1,team2,Wloc,Numot,score_diff,fgm_diff,fga_diff,fgm3_diff,fga3_diff,ftm_diff,fta_diff,or_diff,dr_diff,ast_diff,to_diff,stl_diff,blk_diff,pf_diff,WorL
2003,19,1119,1181,H,0,0.470588235,0.266666667,0.144927536,0.714285714,0.631578947,0.709677419,0.717391304,0.5,0.033333333,0.277777778,-0.866666667,0.5,0.714285714,-1.214285714,0
2003,21,1172,1181,H,0,0.15625,0.032258065,0.044117647,-0.285714286,-0.15,0.5,0.512820513,0.411764706,0.133333333,0.05,-0.136363636,0,0.636363636,-0.380952381,0
2003,26,1181,1417,N,0,0.129411765,0.212121212,0.016666667,0.3,0.363636364,-0.5,-0.333333333,-0.416666667,0,0.333333333,-0.153846154,0.125,0,0.045454545,1
2003,29,1181,1326,N,0,0.163043478,0.142857143,0,0.181818182,0.208333333,0.178571429,0.277777778,-0.071428571,0.2,0.411764706,-0.285714286,0.222222222,0.2,-0.173913043,1
2003,33,1181,1276,H,0,0.268292683,0.233333333,0.161290323,-0.5,0.210526316,0.476190476,0.424242424,0.352941176,0.08,0.076923077,-0.857142857,0.733333333,0.333333333,-0.166666667,1
2003,43,1181,1299,N,0,0.369565217,0.142857143,0.152777778,-0.4,0.181818182,0.823529412,0.717391304,0.344827586,0,0,-1.066666667,0.4375,0.333333333,-0.666666667,1
2003,55,1173,1181,H,0,0.127906977,0,-0.340425532,0.125,-0.857142857,0.4,0.342105263,-0.666666667,0.260869565,0.368421053,0.210526316,-0.333333333,0.5,-0.173913043,0
2003,59,1181,1193,H,0,0.32183908,0.178571429,0.142857143,0.75,0.545454545,0.461538462,0.4,0.266666667,0.0625,0.222222222,-0.846153846,0.583333333,0.833333333,-0.086956522,1
2003,62,1155,1181,A,0,0.2,0.107142857,-0.113207547,0.833333333,0.541666667,0.08,0.0625,-0.727272727,-0.105263158,0.368421053,-0.2,0.545454545,0.5,0,0
2003,65,1181,1207,H,0,0.074468085,0,-0.166666667,0.166666667,-0.058823529,0.285714286,0.378378378,-0.076923077,0.264705882,0.133333333,-0.058823529,-0.125,-0.428571429,-0.083333333,1
2003,69,1181,1448,H,0,0.253333333,0.178571429,-0.120689655,0.545454545,0.095238095,0.272727273,0.1875,-1.222222222,-0.125,0.578947368,-0.461538462,0,0,0,1
2003,72,1181,1438,H,0,0.104761905,-0.066666667,-0.050847458,0.5,0.0625,0.263157895,0.024390244,-0.5,0.12,0.111111111,-0.25,-0.4,0,-0.222222222,1
2003,75,1181,1268,H,0,0.170454545,-0.074074074,-0.175438596,-0.142857143,-0.4375,0.666666667,0.34375,-0.076923077,0.375,0.444444444,0.058823529,0.2,0.428571429,-0.368421053,0
2003,79,1181,1301,H,0,0.111111111,0.125,-0.14893617,0.1,-0.227272727,0.076923077,0.114285714,-0.875,0.090909091,0.176470588,-0.066666667,-0.142857143,0.5,-0.409090909,0
2003,82,1181,1210,H,0,0.217391304,0.3125,0.112903226,0.5,0.214285714,-0.12,-0.117647059,0.125,0.37037037,0.5,-0.230769231,0.25,-0.125,-0.037037037,1
2003,87,1139,1181,H,0,0.24691358,0.206896552,-0.092592593,-0.666666667,-0.6875,0.6,0.5,0.230769231,0.517241379,0.272727273,0.266666667,-0.571428571,0.5,-0.818181818,0
2003,90,1181,1199,H,0,0.065789474,0.161290323,-0.431372549,-2.25,-3.75,0.307692308,0.318181818,-1.111111111,0.419354839,-0.285714286,0.277777778,-0.714285714,0.6,-0.1,0
2003,93,1181,1314,H,0,0.107142857,0.034482759,0.046153846,0,0.153846154,0.388888889,0.130434783,0.277777778,0.222222222,-0.071428571,0.117647059,0.416666667,-0.2,0.045454545,1
2003,97,1155,1181,H,0,0.151515152,0.090909091,0.206349206,0,0.64,0.315789474,0.413793103,0.428571429,-0.304347826,0.230769231,-0.588235294,0.25,0,-0.368421053,0
2003,101,1181,1448,H,2,0.147368421,0.25,-0.213114754,-0.75,-1.909090909,0.033333333,0.05,-0.25,0.472222222,0.6875,0.32,-2,0.166666667,-0.357142857,0
2003,103,1181,1438,A,0,0.240506329,0.193548387,0.102941176,0.166666667,-0.176470588,0.428571429,0.375,0.285714286,0.096774194,0,-0.307692308,0.375,0.285714286,-0.277777778,1
2003,107,1181,1268,H,0,0.065789474,0.172413793,0.144927536,0.125,0.304347826,-0.461538462,-0.15,0.315789474,0,-0.384615385,-0.083333333,-0.8,0.571428571,0.045454545,1
2003,110,1181,1301,H,0,0.1375,0.035714286,0.189655172,0.5,0.153846154,0.304347826,0.366666667,0.2,-0.466666667,0,-0.923076923,0.428571429,0.333333333,-0.19047619,1
2003,114,1181,1210,A,0,0.243589744,0.258064516,-0.054545455,0.75,0.555555556,-0.857142857,-0.142857143,-0.1,0.25,0.222222222,0.235294118,0.142857143,0.333333333,0,1
2003,118,1181,1385,H,0,0.01369863,0,0.26984127,-1,-1.428571429,0.227272727,0.142857143,0.454545455,-0.142857143,-0.375,-0.888888889,0.8,-0.5,-0.086956522,0
2003,122,1181,1199,H,0,0.219178082,0,0.035087719,0,0.25,0.64,0.448275862,0.176470588,0.291666667,-0.545454545,-0.136363636,0.076923077,-0.166666667,-0.090909091,1
2003,125,1181,1314,H,0,0.036144578,0.029411765,-0.2,0.142857143,-0.5,0,0.0625,-0.5,0.208333333,0.157894737,0.266666667,-1.5,0.428571429,-0.157894737,0
2003,130,1181,1438,N,0,0.083333333,-0.034482759,0.054545455,0.2,0.35,0.368421053,0.166666667,0,-0.1875,0.066666667,-0.25,0.272727273,-1.333333333,-0.1,1
2003,131,1181,1314,N,0,0.157894737,0.214285714,0.019607843,0.111111111,0,-0.071428571,0.045454545,-0.333333333,0.130434783,0.235294118,-0.230769231,0.3,0.142857143,0,1
2003,132,1181,1301,N,0,0.082352941,-0.08,-0.052631579,0.4,0.291666667,0.25,0.205882353,-0.181818182,0,-0.166666667,-0.454545455,0.222222222,0.2,-0.227272727,1
2003,136,1161,1181,N,0,0.147058824,0.05,0,0.2,0.142857143,0.269230769,0.28125,0.142857143,0.107142857,-0.8,-0.176470588,0.454545455,0.444444444,0.166666667,0
2003,138,1141,1181,N,0,0.298850575,0.333333333,-0.094339623,0.181818182,-0.125,0.153846154,0.117647059,-2,0.166666667,0.4,-0.833333333,0.6875,0.7,0.210526316,0
2003,143,1181,1242,N,0,0.057142857,0.133333333,0.029411765,-4.5,-1.076923077,0.454545455,0.5,0.368421053,0.233333333,0.2,0.166666667,-0.4,-0.333333333,-0.117647059,0
2004,19,1178,1181,H,0,0.161764706,-0.352941176,-0.02173913,0.285714286,0.636363636,0.7,0.702702703,0.416666667,-0.052631579,-0.222222222,-0.375,0,0.2,-1.071428571,0
2004,24,1181,1334,N,0,0.156626506,0.037037037,-0.169811321,0.6,0.333333333,0.227272727,0.357142857,-0.333333333,0.16,-0.307692308,0,-0.25,0.666666667,-0.043478261,1
2004,25,1181,1251,N,0,0.376623377,0.296296296,0.116666667,0.555555556,0.333333333,0.470588235,0.538461538,0.25,0,0.235294118,-0.642857143,0.4,0.75,-0.210526316,1
2004,26,1181,1345,N,0,0.126582278,0.034482759,-0.24137931,0,-0.4375,0.444444444,0.2,-1,0.192307692,0.1,0.111111111,-0.166666667,-1,0.142857143,0
2004,30,1181,1277,A,0,0.301369863,0.3,-0.02,0.666666667,0.4,0,0.210526316,-0.066666667,0.388888889,0.666666667,-0.235294118,0.470588235,0.714285714,-0.111111111,1
2004,33,1181,1385,H,0,0.2625,0.037037037,-0.055555556,0.428571429,0.066666667,0.727272727,0.733333333,0.157894737,0.166666667,0.166666667,-0.466666667,0.470588235,0.444444444,-0.692307692,1
2004,41,1181,1339,H,0,0.482352941,0.515151515,0.045454545,-0.142857143,0.173913043,0.533333333,0.541666667,-0.066666667,0.285714286,0.5,-1,0.692307692,0.733333333,-0.583333333,1
2004,44,1181,1343,H,0,0.257142857,0.08,0.053571429,0.571428571,0.05,0.625,0.6,0.2,0,0.214285714,-0.3125,0,-0.2,-0.266666667,1
2004,47,1181,1400,N,0,0.311111111,0.3125,-0.218181818,0.125,0,0.333333333,0.258064516,-0.466666667,0.533333333,0.277777778,0.142857143,0.25,0.571428571,-0.090909091,1
2004,56,1172,1181,H,0,0.382022472,0.393939394,0.109375,0.5,0.428571429,0.142857143,0.380952381,0.133333333,0.083333333,0.565217391,-0.769230769,0.5625,0.916666667,-0.5,0
2004,61,1155,1181,A,0,0.256756757,0.34375,0.196969697,0.75,0.652173913,-1.8,-2.285714286,0,0.086956522,0.466666667,-0.307692308,0.3,0.4,0.391304348,0
2004,64,1181,1193,H,0,0.41,0.371428571,0.123076923,0.454545455,0.5,0.454545455,0.366666667,-0.071428571,0,0.590909091,-1.363636364,0.647058824,0.222222222,-0.352941176,1
2004,69,1181,1438,A,0,0.234042553,0.257142857,0.045454545,0,0.052631579,0.2,-0.041666667,0.117647059,0.392857143,0.125,-0.083333333,0.166666667,0,0,1
2004,73,1181,1301,H,0,0.246753247,0.142857143,0.037037037,0.444444444,-0.133333333,0.466666667,0.444444444,0.3,0.173913043,0.157894737,-0.235294118,0.25,-0.2,-0.111111111,1
2004,75,1181,1448,H,0,0.141176471,0.137931034,-0.254545455,0.272727273,0.3,0.052631579,0.071428571,-0.4,0.321428571,0.409090909,0.277777778,-1,0.769230769,-0.04,1
2004,79,1181,1268,A,0,0.115942029,-0.04,0.166666667,0.5,0.473684211,0.428571429,0.444444444,0.56,0.038461538,0,-0.333333333,0.818181818,-1,-0.176470588,1
2004,82,1181,1207,A,0,0.220930233,0.277777778,0.063492063,0,-0.058823529,-0.111111111,0.076923077,0,0.227272727,-0.0625,-0.25,0.571428571,0.5,0.1,1
2004,87,1181,1199,H,0,0.122807018,0.095238095,-0.169811321,-0.142857143,-0.227272727,0.363636364,0.411764706,-1.1,0.083333333,-0.181818182,-0.384615385,-0.5,0.125,-0.333333333,1
2004,89,1181,1210,A,0,0.096385542,0.1,-0.186440678,0,-0.210526316,0.111111111,0,-0.384615385,0.333333333,0.176470588,0.318181818,-1.25,0.4,-0.136363636,1
2004,94,1181,1314,A,1,0.023809524,-0.178571429,-0.153846154,0.25,0.136363636,0.434782609,0.333333333,-0.466666667,0,0,-0.157894737,-1.2,0,-0.111111111,1
2004,97,1155,1181,H,0,0.317073171,0.192307692,0.153846154,0.4,0.444444444,0.5,0.181818182,0.1875,0.222222222,0.466666667,-0.352941176,0.642857143,-0.5,-0.083333333,0
2004,100,1181,1438,H,0,0.191489362,0.066666667,-0.01754386,0.111111111,0.25,0.464285714,0.4,0.266666667,0.36,0.111111111,-0.066666667,0.363636364,0.666666667,-0.238095238,1
2004,104,1181,1301,H,0,0.050632911,0.111111111,-0.117647059,-0.571428571,-0.846153846,0.095238095,0.12,-0.1,0.333333333,0.307692308,0.1875,0.125,-0.333333333,-0.2,0
2004,107,1181,1448,H,0,0.065934066,0.03030303,0.015384615,0,0.210526316,0.2,0.307692308,0.176470588,0,0.133333333,-0.066666667,-0.111111111,0.25,-0.294117647,0
2004,111,1181,1268,H,0,0.264367816,0.178571429,-0.090909091,0.4,0.416666667,0.375,0.066666667,-0.642857143,0.260869565,0.3125,-0.2,0.117647059,0.5,-0.1,1
2004,115,1181,1434,H,0,0.346938776,0.25,-0.153846154,0.75,0.555555556,0.285714286,0.25,-1.4,0.258064516,0.444444444,-0.416666667,0.333333333,0.666666667,-0.375,1
2004,118,1181,1199,A,0,0.070422535,-0.142857143,-0.038461538,0,0.346153846,0.44,0.366666667,-0.181818182,0,-0.222222222,-0.333333333,-0.125,0.5,-0.157894737,1
2004,121,1181,1210,A,0,0.103896104,0.074074074,-0.365384615,-0.5,-1.307692308,0.35,0.285714286,-0.769230769,0.433333333,0.2,0.16,-0.5,0.416666667,-0.043478261,0
2004,124,1181,1314,H,0,0.070422535,0.137931034,-0.118644068,-0.5,-0.916666667,-0.083333333,0.052631579,-1.1,-0.043478261,-0.230769231,-0.307692308,0.222222222,0.571428571,0.052631579,1
2004,130,1181,1438,N,0,0.117647059,0,-0.117647059,0.375,0.111111111,0.25,0.212121212,-0.714285714,0.083333333,-0.181818182,-0.117647059,0.25,0.833333333,-0.090909091,1
2004,131,1181,1210,N,0,0.162790698,0.103448276,-0.018181818,-0.6,-0.5,0.423076923,0.41025641,0.25,0.086956522,0.1875,-0.714285714,0.428571429,0.333333333,-0.272727273,1
2004,132,1181,1268,N,1,0.083333333,-0.133333333,-0.044117647,0,-0.571428571,0.484848485,0.288888889,0.058823529,0.060606061,0.5625,-0.285714286,0.2,-0.8,-0.333333333,0
2004,136,1106,1181,N,0,0.360824742,0.303030303,0.134328358,0.2,0.222222222,0.541666667,0.4375,0.444444444,0.233333333,0.6,-0.466666667,0.466666667,0.6,-0.05,0
2004,138,1181,1371,N,0,0.307692308,0.074074074,-0.183673469,0.2,-0.5,0.657142857,0.564102564,0.25,0.5,0.294117647,0,-0.25,0.75,-0.473684211,1
2004,144,1181,1228,N,0,0.136986301,0.068965517,-0.25,0.285714286,0.263157895,0.363636364,0.25,-1.5,0.08,0.1,0.071428571,0.454545455,0.5,-0.066666667,1
2004,146,1181,1462,N,0,0.044776119,-0.045454545,-0.163636364,0.555555556,0.238095238,0,-0.142857143,-0.545454545,0.166666667,0.4375,0.083333333,0.142857143,0.875,0.083333333,1
2004,152,1163,1181,N,0,0.0125,-0.111111111,-0.358490566,0,-0.916666667,0.318181818,0.272727273,-0.285714286,0.34375,-0.2,0.473684211,-0.5,0.428571429,-0.19047619,1
2005,19,1181,1404,H,0,0.471910112,0.322580645,0.210526316,0.7,0.607142857,0.75,0.612903226,0.592592593,0.25,0.294117647,-0.714285714,0.555555556,0.272727273,-0.352941176,1
2005,21,1172,1181,N,0,0.173333333,0.076923077,-0.033898305,-0.125,0.076923077,0.555555556,0.6,-0.416666667,-0.173913043,0.214285714,-0.727272727,0.636363636,0.8,-0.533333333,0
2005,26,1181,1422,H,0,0.545454545,0.5,0.126760563,0.9375,0.818181818,0.1,-0.0625,-0.133333333,0.258064516,0.695652174,-0.785714286,0.357142857,0.615384615,-0.133333333,1
2005,29,1181,1277,H,0,0.085365854,0.111111111,-0.019230769,0.333333333,0.238095238,-0.157894737,-0.230769231,-0.285714286,0.230769231,0.071428571,0,0.333333333,0.9,0.037037037,1
2005,33,1181,1434,N,0,0.340425532,0.405405405,0.071428571,0.5,0.5625,-0.133333333,-0.136363636,-0.444444444,0.291666667,0.4,-0.294117647,0.454545455,0.4,0,1
2005,41,1181,1405,H,0,0.337349398,0.35483871,0.256756757,0.333333333,0.25,0.222222222,0.045454545,0.545454545,0.225806452,0.157894737,-0.583333333,0.1,0.25,-0.25,1
2005,43,1181,1227,H,0,0.370786517,0.258064516,0.032258065,0.4,0.5,0.65,0.4,-0.066666667,0.307692308,0.470588235,-0.6,0.266666667,0.736842105,-0.352941176,1
2005,47,1181,1328,N,0,0.139240506,0.142857143,-0.192307692,0,0.230769231,0.142857143,0.212121212,-0.7,0.321428571,0.333333333,-0.071428571,-0.375,0.714285714,-0.090909091,1
2005,62,1155,1181,H,0,0.126984127,0.086956522,-0.016393443,0.857142857,0.681818182,-0.153846154,0.136363636,-0.117647059,0.107142857,0.1,-0.090909091,0.214285714,-0.333333333,-0.095238095,0
2005,65,1181,1343,H,0,0.216666667,-0.166666667,-0.125,0.5,-0.384615385,0.739130435,0.730769231,0.466666667,0.285714286,-0.222222222,0.157894737,-0.272727273,0.333333333,-0.428571429,1
2005,68,1181,1396,H,0,0.096385542,0,-0.105263158,0.428571429,0.457142857,0.125,0.052631579,-0.166666667,0.230769231,0.307692308,0.142857143,-1.6,0.666666667,-0.117647059,1
2005,73,1181,1301,A,0,0.137931034,0.071428571,-0.113207547,0.25,0.136363636,0.230769231,0.166666667,-0.090909091,0.304347826,-0.6,0,0,-0.5,-0.090909091,1
2005,76,1181,1438,H,0,0.172839506,0.206896552,-0.142857143,0.666666667,0.55,-0.235294118,0.153846154,-0.307692308,0.230769231,0.538461538,0,0,0.866666667,-0.210526316,1
2005,79,1181,1274,A,0,0.096774194,-0.125,-0.5,0.454545455,0.363636364,0.571428571,0.592592593,-2,0.28,0.3,0.153846154,-0.4,0.5,-0.533333333,1
2005,82,1181,1199,A,0,0.359550562,0.375,-0.01754386,0.583333333,0.291666667,0.0625,-0.052631579,-0.25,0.444444444,0.666666667,-0.090909091,-0.111111111,0,-0.153846154,1
2005,86,1181,1268,A,0,0.118421053,0.074074074,-0.140625,-1,-1.166666667,0.428571429,0.28,-0.1,0.333333333,-0.5,0.166666667,-0.454545455,-0.125,-0.1875,0
2005,90,1181,1439,H,0,0.346534653,0.193548387,-0.015625,0.636363636,0.592592593,0.516129032,0.52,-0.058823529,0.037037037,0.4,-0.545454545,0.090909091,-1,-0.619047619,1
2005,93,1181,1448,H,0,0.032258065,0.114285714,0.173333333,-0.555555556,-0.315789474,0,0,0.333333333,-0.045454545,-0.25,-0.75,0.333333333,0,-0.25,0
2005,96,1181,1210,H,0,0.204819277,-0.08,-0.015384615,0.583333333,0.535714286,0.583333333,0.53125,0.157894737,0.068965517,-0.230769231,-0.266666667,-0.090909091,0.5,-0.411764706,1
2005,100,1181,1314,H,0,0.013888889,-0.238095238,-0.01754386,0.636363636,0.423076923,0.181818182,-0.043478261,-0.636363636,-0.421052632,0.153846154,-0.5,0.722222222,0.285714286,-0.05,1
2005,103,1181,1268,H,1,0.07,0.117647059,0.026315789,-1.4,-1.636363636,0.2,0.225,0.176470588,0.171428571,0.380952381,-0.090909091,-0.666666667,0.444444444,-0.391304348,0
2005,108,1181,1439,H,0,0.029411765,0.076923077,0.076923077,-0.75,-1.555555556,0.066666667,0,0.5,0.225806452,0,0.4,-1,0.307692308,0.058823529,0
2005,111,1181,1448,H,0,0.097087379,0.090909091,-0.054545455,0.307692308,0.434782609,0,-0.058823529,-0.625,0.052631579,0.1875,-0.133333333,0,0.5,-0.035714286,1
2005,114,1181,1210,A,0,0.06557377,-0.25,-0.01754386,0.9,0.76,0.357142857,0.347826087,0.1875,-0.04,0,0,-0.2,0.166666667,-0.095238095,1
2005,117,1181,1385,A,0,0.186440678,-0.058823529,-0.019230769,0.857142857,0.791666667,0.333333333,0.321428571,0.1875,0.115384615,0.090909091,0.041666667,-0.083333333,-2.5,-0.294117647,1
2005,122,1181,1274,H,0,0.285714286,0.076923077,0.031746032,0.733333333,0.617647059,0.45,0.48,0.1875,0.076923077,0.529411765,-0.285714286,0.333333333,0.111111111,-0.333333333,1
2005,125,1181,1314,H,0,0.026315789,0.035714286,0.161764706,-5,-1.5,0.476190476,0.259259259,0.590909091,0.178571429,-0.2,-0.083333333,0.222222222,-1,-0.166666667,0
2005,130,1181,1438,N,0,0.155844156,0.08,0.106060606,0.363636364,0.448275862,0.210526316,0.259259259,0.625,0.28125,0.357142857,0.153846154,0,0,-0.235294118,1
2005,131,1181,1301,N,0,0.090909091,0.137931034,0.01754386,0.25,-0.083333333,-0.4,0.05,0.0625,0,0.294117647,-0.3,0.8,0.5,-0.052631579,1
2005,132,1181,1210,N,0,0.071428571,0.043478261,-0.263157895,-0.25,-0.235294118,0.173913043,0.323529412,-0.235294118,0.161290323,0.2,0.411764706,-0.8,0.4,-0.272727273,1
2005,137,1175,1181,N,0,0.189655172,-0.176470588,-0.325,0.142857143,0.238095238,0.8,0.766666667,-0.666666667,0.214285714,-0.1,-0.333333333,0.333333333,0.714285714,-0.5,0
2005,139,1181,1280,N,0,0.125,-0.05,-0.235294118,0.444444444,0.363636364,0.333333333,0,-0.357142857,0.290322581,-0.111111111,0.352941176,0.111111111,0.142857143,0.130434783,1
2005,144,1181,1277,N,0,0.126582278,0.178571429,0.212121212,-0.333333333,-0.6,0.1,-0.041666667,0.411764706,-0.086956522,0.307692308,-0.352941176,0.142857143,-2,0,0
2006,14,1131,1181,H,0,0.261538462,0,0.178571429,0.5,0.294117647,0.833333333,0.814814815,0.307692308,-0.625,-0.857142857,-1.454545455,0.5625,-0.25,-1,0
2006,16,1181,1371,H,0,0.563829787,0.611111111,0.017857143,0.727272727,0.421052632,0.071428571,0.05,-0.333333333,0.5,0.739130435,-0.2,-0.222222222,0,-0.166666667,1
2006,19,1172,1181,H,0,0.341176471,0.28125,0.033333333,0.818181818,0.590909091,0.153846154,0.333333333,-0.2,0.16,0.352941176,-0.5,0.333333333,0.833333333,-0.266666667,0
2006,23,1180,1181,N,0,0.126582278,0,-0.218181818,-0.75,-0.294117647,0.590909091,0.482758621,-1.428571429,0,-0.181818182,-0.4,0.166666667,-0.5,-0.375,0
2006,25,1181,1272,N,0,0.042253521,-0.076923077,-0.288461538,-0.166666667,-0.846153846,0.5,0.461538462,-0.727272727,0.08,0.066666667,-0.076923077,-0.111111111,-0.75,-0.5,1
2006,30,1181,1231,A,0,0.105263158,0,-0.052631579,0.625,0.388888889,0.272727273,0.066666667,0,0.115384615,0.35,0.15,0,0.666666667,-0.3125,1
2006,34,1181,1439,H,0,0.025641026,-0.222222222,-0.105263158,0.555555556,0.476190476,0.5,0.409090909,-0.1,-0.136363636,0,0.125,0.166666667,0.555555556,-0.105263158,1
2006,37,1181,1335,H,0,0.178082192,0.041666667,-0.1875,-0.285714286,-0.1,0.619047619,0.555555556,-1.142857143,0.045454545,-0.166666667,-0.5,0.470588235,0.4,-0.05,1
2006,40,1181,1400,N,0,0.316326531,0.125,-0.016949153,0.692307692,0.434782609,0.583333333,0.48,-0.333333333,0.166666667,0.5,-1.125,0.363636364,0.714285714,-0.1875,1
2006,48,1181,1434,H,0,0.257142857,0.028571429,-0.15,0.666666667,0.25,0.655172414,0.567567568,-0.25,0.115384615,0.272727273,-0.25,0.363636364,0.6,-0.35,1
2006,51,1181,1385,H,0,0.183098592,0.074074074,-0.090909091,0.6,0.533333333,0.4,0.238095238,-1,0.148148148,0.421052632,-0.214285714,0.285714286,0.6,-0.058823529,1
2006,61,1181,1422,A,0,0.32038835,0.212121212,0.035087719,0.5,0.260869565,0.464285714,0.310344828,0.333333333,0.444444444,0.235294118,-0.214285714,0.461538462,-0.333333333,-0.411764706,1
2006,63,1137,1181,H,0,0.4,0.454545455,0.066666667,-0.6,-0.05,0.411764706,0.304347826,-0.181818182,0.310344828,0.523809524,-0.615384615,0.466666667,0.8,-0.533333333,0
2006,69,1181,1448,A,0,0.21686747,0.103448276,-0.115384615,0.8,0.517241379,0,-0.133333333,-1,0.052631579,0.125,0,0.461538462,-0.25,0.055555556,1
2006,72,1181,1268,H,0,0.311688312,0.259259259,-0.032258065,0.545454545,0.5,0.266666667,0.3,-0.571428571,0,0.631578947,-0.428571429,0.5,0.2,-0.333333333,1
2006,75,1155,1181,A,0,0.113636364,-0.214285714,-0.291666667,-0.2,-0.5,0.766666667,0.405405405,-1,0.166666667,0.466666667,-0.272727273,0.2,0.166666667,-0.142857143,0
2006,79,1181,1301,H,0,0.158536585,-0.074074074,0.06779661,0.75,0.586206897,0.421052632,0.37037037,0.166666667,-0.130434783,0.3,-0.636363636,0.5,-0.6,-0.222222222,1
2006,82,1181,1207,H,0,0.034090909,0.060606061,-0.113207547,-0.428571429,-0.333333333,0.111111111,0.16,-0.222222222,0.227272727,0.52,0.058823529,-0.222222222,-0.25,-0.095238095,0
2006,87,1181,1439,A,0,0.160493827,0.066666667,-0.066666667,0.333333333,0.55,0.388888889,-0.095238095,-0.181818182,0.303030303,0.375,0.411764706,-1.5,-0.4,0.166666667,1
2006,89,1181,1438,H,0,0.228915663,0.222222222,-0.1875,0.545454545,0.473684211,0.047619048,0.08,-1.285714286,0.260869565,0.476190476,-0.111111111,0.333333333,0.636363636,-0.047619048,1
